symbol,series,isin,name
KTKBANK,EQ,INE614B01018,KARNATAKA BANK LIMITED
KUANTUM,EQ,INE529I01021,KUANTUM PAPERS LIMITED
KUSUMGAR,EQ,INE0ISX01025,KUSUMGAR LIMITED
KWIL,EQ,INE2KCE01013,KWALITY WALL'S (INDIA) L
LAGNAM,EQ,INE548Z01017,LAGNAM SPINTEX LIMITED
LAHOTIOV,EQ,INE515C01023,LAHOTI OVERSEAS LTD.
LAKSHMIMIL,EQ,INE938C01019,LAKSHMI MILLS CO. LTD.
LAL,EQ,INE740X01023,LORENZINI APPARELS LTD
LALITHAA,EQ,INE0K9O01026,LALITHAA JEWELLERY MART L
LALPATHLAB,EQ,INE600L01024,DR. LAL PATH LABS LTD.
LAMBODHARA,EQ,INE112F01022,LAMBODHARA TEXTILES LTD.
LANCER,EQ,INE359U01028,LANCER CONTAINER LINES L
LANDMARK,EQ,INE559R01029,LANDMARK CARS LIMITED
LANDSMILL,EQ,INE688J01023,LANDSMILL GREEN LIMITED
LAOPALA,EQ,INE059D01020,LA OPALA RG LIMITED
LARGEMID50,EQ,INF769K01RK3,MIRAEAMC - LARGEMID50
LASERPOWER,EQ,INE17IR01028,LASER POWER & INFRA LTD
LATENTVIEW,EQ,INE0I7C01011,LATENT VIEW ANALYTICS LTD
LATTEYS,EQ,INE262Z01023,LATTEYS INDUSTRIES LTD
LAURUSLABS,EQ,INE947Q01028,LAURUS LABS LIMITED
LAXMICOT,EQ,INE801V01019,LAXMI COTSPIN LIMITED
LAXMIDENTL,EQ,INE0WO601020,LAXMI DENTAL LIMITED
LAXMIINDIA,EQ,INE06WU01026,LAXMI INDIA FINANCE LTD
LCCINFOTEC,EQ,INE938A01021,LCC INFOTECH LTD
LCCPROJECT,EQ,INE1FPN01026,LCC PROJECTS LIMITED
LCL,EQ,INE0QJW01029,LOHIA CORP LIMITED
LEAPIND,EQ,INE00GO01025,LEAP INDIA LIMITED
LEMERITE,EQ,INE0G1L01025,LE MERITE EXPORTS LIMITED
LEMONTREE,EQ,INE970X01018,LEMON TREE HOTELS LTD
LENSKART,EQ,INE956O01016,LENSKART SOLUTIONS LTD
LEXUS,EQ,INE500X01013,LEXUS GRANITO (INDIA) LTD
LFIC,EQ,INE850E01012,LAKSHMI FIN IND CORP LTD
LGBBROSLTD,EQ,INE337A01034,LG BALAKRISHNAN & BROS
LGEINDIA,EQ,INE324D01010,LG ELECTRONICS INDIA LTD
LGHL,EQ,INE258Y01016,LAXMI GOLDORNA HOUSE LTD
LIBAS,EQ,INE908V01012,LIBAS CONSU PRODUCTS LTD
LIBERTSHOE,EQ,INE557B01019,LIBERTY SHOES LTD
LICHSGFIN,EQ,INE115A01026,LIC HOUSING FINANCE LTD
LICI,EQ,INE0J1Y01017,LIFE INSURA CORP OF INDIA
LICMFGOLD,EQ,INF767K01SM1,LIC MF - LIC GOLD ETF
LICNETFGSC,EQ,INF767K01MV5,LICNAMC - LICNMFET
LICNETFN50,EQ,INF767K01OS7,LICNAMC - LICNFENGP
LICNETFSEN,EQ,INF767K01OT5,LICNAMC - LICNFESGP
LICNFNHGP,EQ,INF767K01PC8,LICNAMC - LICNFNHGP
LICNMID100,EQ,INF767K01RN1,LICNAMC - LICNMID100
LIKHITHA,EQ,INE060901027,LIKHITHA INFRASTRUC LTD
LINC,EQ,INE802B01027,LINC LIMITED
LINCOLN,EQ,INE405C01035,LINCOLN PHARMA LTD
LINDEINDIA,EQ,INE473A01011,LINDE INDIA LIMITED
LIQGRWBEES,EQ,INF204KC1FU1,NIPPONAMC - LIQGRWBEES
LIQUID,EQ,INF769K01KS1,MIRAEAMC - LIQUID
LIQUID1,EQ,INF174KA1LV5,KOTAKMAMC - KOTAKLIQ
LIQUIDADD,EQ,INF740KA1UM0,DSPAMC - LIQUIDADD
LIQUIDBEES,EQ,INF732E01037,NIP IND ETF LIQUID BEES
LIQUIDBETF,EQ,INF0QA701854,BFAM - LIQUIDBETF
LIQUIDCASE,EQ,INF0R8F01034,ZERODHAAMC - LIQUIDCASE
LIQUIDETF,EQ,INF740KA1EU7,DSP LIQUID ETF
LIQUIDIETF,EQ,INF109KC1KT9,ICICIPRAMC - ICICILIQ
LIQUIDPLUS,EQ,INF769K01MY5,MIRAEAMC - LIQUIDPLUS
LIQUIDSBI,EQ,INF200KA13Z8,SBIAMC - LIQUIDSBI
LIQUIDSHRI,EQ,INF680P01422,SHRIRAM - LIQUIDSHRI
LKPSEC,EQ,INE341H01023,L K P SECURITIES LTD.
LLOYDSENGG,EQ,INE093R01011,LLOYDS ENGG WORK LIMITED
LLOYDSENT,EQ,INE080I01025,LLOYDS ENTERPRISES LTD
LLOYDSME,EQ,INE281B01032,LLOYDS METALS N ENERGY L
LMW,EQ,INE269B01029,LMW LIMITED
LODHA,EQ,INE670K01029,LODHA DEVELOPERS LIMITED
LOKESHMACH,EQ,INE397H01017,LOKESH MACHINES LTD
LORDSCHLO,EQ,INE846D01012,LORDS CHLORO ALKALI LTD
LOTUSCHO,EQ,INE026D01011,LOTUS CHOCOLATE CO. LTD.
LOTUSEYE,EQ,INE947I01017,LOTUS EYE HOSP & INST L
LOVABLE,EQ,INE597L01014,LOVABLE LINGERIE LTD
LOWVOL,EQ,INF769K01JU9,MIRAEAMC - MANV30F
LOWVOL1,EQ,INF174KA1IY5,KOTAKMAMC - KOTAKLOVOL
LOWVOLIETF,EQ,INF109KC19U5,ICICI PR NIF LW VL 30 ETF
LOYALTEX,EQ,INE970D01010,LOYAL TEXTILE MILLS LTD
LPDC,EQ,INE197J01017,LANDMARK PR.DEV.CO.LTD
LT,EQ,INE018A01030,LARSEN & TOUBRO LTD.
LTF,EQ,INE498L01015,L&T FINANCE LIMITED
LTFOODS,EQ,INE818H01020,LT FOODS LIMITED
LTGILTBEES,EQ,INF204KB1882,NIP IND ETF LONGTERM GILT
LTGILTCASE,EQ,INF0R8F01133,ZERODHAAMC - LTGILTCASE
LTM,EQ,INE214T01019,LTM LIMITED
LTTS,EQ,INE010V01017,L&T TECHNOLOGY SER. LTD.
LUMAXIND,EQ,INE162B01018,LUMAX INDUSTRIES LTD
LUMAXTECH,EQ,INE872H01027,LUMAX AUTO TECH LTD
LUMINO,EQ,INE185Q01025,LUMINO INDUSTRIES LIMITED
LUPIN,EQ,INE326A01037,LUPIN LIMITED
LUXIND,EQ,INE150G01020,LUX INDUSTRIES LIMITED
LXCHEM,EQ,INE576O01020,LAXMI ORGANIC INDUS LTD
M&M,EQ,INE101A01026,MAHINDRA & MAHINDRA LTD
M&MFIN,EQ,INE774D01024,M&M FIN. SERVICES LTD
MAANALU,EQ,INE215I01027,MAAN ALUMINIUM LIMITED
MACPOWER,EQ,INE155Z01011,MACPOWER CNC MACHINES LTD
MADHAV,EQ,INE925C01016,MADHAV MARBLE & GRANITE
MADHAVIPL,EQ,INE631R01026,MADHAV INFRA PROJECTS L
MADRASFERT,EQ,INE414A01015,MADRAS FERTILISERS LTD
MAFANG,EQ,INF769K01HF4,MIRAEAMC - MAFANG
MAFATIND,EQ,INE270B01035,MAFATLAL INDUSTRIES LTD.
MAGADSUGAR,EQ,INE347W01011,MAGADH SUGAR & ENERGY LTD
MAGNUM,EQ,INE387I01016,MAGNUM VENTURES LTD.
MAHABANK,EQ,INE457A01014,BANK OF MAHARASHTRA
MAHAPEXLTD,EQ,INE843B01013,MAHA RASHTRA APEX COPR. L
MAHEPC,EQ,INE215D01010,MAHINDRA EPC IRRIG LTD
MAHESHWARI,EQ,INE263W01010,MAHESHWARI LOGISTICS LTD.
MAHKTECH,EQ,INF769K01HS7,MIRAEAMC - MAHKTECH
MAHLIFE,EQ,INE813A01018,MAHINDRA LIFESPACE DEVLTD
MAHLOG,EQ,INE766P01016,MAHINDRA LOGISTIC LIMITED
MAHSCOOTER,EQ,INE288A01013,MAHARASHTRA SCOOTERS LTD
MAHSEAMLES,EQ,INE271B01025,MAHARASHTRA SEAMLESS LTD
MAITHANALL,EQ,INE683C01011,MAITHAN ALLOYS LTD
MAKEINDIA,EQ,INF769K01IB1,MIRAEAMC - MAMFGETF
MAKERSL,EQ,INE987A01010,MAKERS LABORATORIES LTD.
MALLCOM,EQ,INE389C01015,MALLCOM (INDIA) LIMITED
MALUPAPER,EQ,INE383H01017,MALU PAPER MILLS LIMITED
MAMATA,EQ,INE0TO701015,MAMATA MACHINERY LIMITED
MANAKALUCO,EQ,INE859Q01017,MANAK ALUMINIUM CO. LTD.
MANAKCOAT,EQ,INE830Q01018,MAN COAT METAL & IND LTD
MANAKSIA,EQ,INE015D01022,MANAKSIA LTD.
MANALIPETC,EQ,INE201A01024,MANALI PETROCHEMICALS LT
MANAPPURAM,EQ,INE522D01027,MANAPPURAM FINANCE LTD
MANBA,EQ,INE939X01013,MANBA FINANCE LIMITED
MANCREDIT,EQ,INE545L01039,MANGAL CREDIT N FINCORP L
MANGALAM,EQ,INE584F01014,MANGALAM DRUG & CHEM LTD
MANGLMCEM,EQ,INE347A01017,MANGALAM CEMENT LTD
MANINDS,EQ,INE993A01026,MAN INDUSTRIES (I) LTD.
MANINFRA,EQ,INE949H01023,MAN INFRA LTD
MANIPALHOS,EQ,INE459N01021,MANIPAL HEALTH ENTERPRI L
MANKIND,EQ,INE634S01028,MANKIND PHARMA LIMITED
MANOMAY,EQ,INE784W01015,MANOMAY TEX INDIA LTD
MANORAMA,EQ,INE00VM01036,MANORAMA INDUSTRIES LTD
MANORG,EQ,INE370D01013,MANGALAM ORGANICS LIMITED
MANUFGBEES,EQ,INF204KC1GH6,NIPPONAMC - MANUFGBEES
MANUGRAPH,EQ,INE867A01022,MANUGRAPH INDIA LIMITED
MANYAVAR,EQ,INE825V01034,VEDANT FASHIONS LIMITED
MAPMYINDIA,EQ,INE0BV301023,C.E. INFO SYSTEMS LIMITED
MARALOVER,EQ,INE882A01013,MARAL OVERSEAS LTD
MARATHON,EQ,INE182D01020,MARATHON NXTGEN REALT LTD
MARICO,EQ,INE196A01026,MARICO LIMITED
MARINE,EQ,INE01JE01028,MARINE ELECTRICAL (I) LTD
MARKOLINES,EQ,INE0FW001016,MARKOLINES PAVEMENT TEC L
MARKSANS,EQ,INE750C01026,MARKSANS PHARMA LIMITED
MARSONS,EQ,INE415B01044,MARSONS LIMITED
MARUTI,EQ,INE585B01010,MARUTI SUZUKI INDIA LTD.
MASFIN,EQ,INE348L01012,MAS FINANCIAL SERV LTD
MASKINVEST,EQ,INE885F01015,MASK INVESTMENTS LIMITED
MASPTOP50,EQ,INF769K01HP3,MIRAEAMC - MASPTOP50
MASTEK,EQ,INE759A01021,MASTEK LTD
MASTERTR,EQ,INE677D01037,MASTER TRUST LIMITED
MATRIMONY,EQ,INE866R01028,MATRIMONY.COM LIMITED
MAWANASUG,EQ,INE636A01039,MAWANA SUGARS LIMITED
MAXESTATES,EQ,INE03EI01018,MAX ESTATES LIMITED
MAXHEALTH,EQ,INE027H01010,MAX HEALTHCARE INS LTD
MAXIND,EQ,INE0CG601016,MAX INDIA LIMITED
MAYURUNIQ,EQ,INE040D01038,MAYUR UNIQUOTERS LTD
MAZDOCK,EQ,INE249Z01020,MAZAGON DOCK SHIPBUIL LTD
MBAPL,EQ,INE900L01028,MADHYA BHARAT AGRO P. LTD
MBEL,EQ,INE08N601015,M AND B ENGINEERING LTD
MBLINFRA,EQ,INE912H01013,MBL INFRASTRUCTURE LTD
MCCHRLS-B,EQ,INE435D01014,MAC CHARLES (INDIA) LTD.
MCL,EQ,INE813V01022,M TEK COPPER LIMITED
MCLEODRUSS,EQ,INE942G01012,MCLEOD RUSSEL INDIA LTD.
MCLOUD,EQ,INE613C01026,MAGELLANIC CLOUD LIMITED
MCX,EQ,INE745G01043,MULTI COMMODITY EXCHANGE
MEDANTA,EQ,INE474Q01031,GLOBAL HEALTH LIMITED
MEDIASSIST,EQ,INE456Z01021,MEDI ASSIST HEALTH SER L
MEDICO,EQ,INE630Y01024,MEDICO REMEDIES LIMITED
MEDPLUS,EQ,INE804L01022,MEDPLUS HEALTH SERV LTD
MEESHO,EQ,INE0VDM01015,MEESHO LIMITED
MEGASTAR,EQ,INE00EM01016,MEGASTAR FOODS LIMITED
MEIL,EQ,INE0PKD01011,MANGAL ELECTRICAL IND L
MERCANTILE,EQ,INE689O01013,MERCANTILE VENTURES LTD.
MERCURYEV,EQ,INE763M01028,MERCURY EV-TECH LIMITED
METAL,EQ,INF769K01LY7,MIRAEAMC - METAL
METALIETF,EQ,INF109KC19W1,ICICIPRAMC - METALIETF
METROBRAND,EQ,INE317I01021,METRO BRANDS LIMITED
METROGLOBL,EQ,INE085D01033,METROGLOBAL LTD.
METROPOLIS,EQ,INE112L01020,METROPOLIS HEALTHCARE LTD
MFML,EQ,INE0US801024,MAHALAXMI FABRIC MILLS LT
MFSL,EQ,INE180A01020,MAX FINANCIAL SERV LTD
MGEL,EQ,INE0APB01032,MANGALAM GLOBAL ENT LTD
MGL,EQ,INE002S01010,MAHANAGAR GAS LTD.
MHRIL,EQ,INE998I01010,MAHINDRA HOLIDAYS LTD
MID150,EQ,INF174KA1VW2,KOTAKMAMC - MID150
MID150BEES,EQ,INF204KB1V68,NIP IND ETF MIDCAP 150
MID150CASE,EQ,INF0R8F01059,ZERODHAAMC - MID150CASE
MIDBANKADD,EQ,INF740KA1ZH9,DSPAMC - MIDBANKADD
MIDCAP,EQ,INF174KA1ZC5,KOTAKMAMC - KOTAKMID50
MIDCAPADD,EQ,INF740KA1WW5,DSPAMC - MIDCAPADD
MIDCAPBETA,EQ,INF789F1AYX9,UTIAMC-MIDCAPBETA
MIDCAPETF,EQ,INF769K01IC9,MIRAEAMC - MAM150ETF
MIDCAPIETF,EQ,INF109KC11W8,ICICIPRAMC - ICICIM150
MIDHANI,EQ,INE099Z01011,MISHRA DHATU NIGAM LTD
MIDQ50ADD,EQ,INF740KA1ZF3,DSPAMC - DSPQ50ETF
MIDSELIETF,EQ,INF109KC10W0,ICICI PRUD MIDCAP SEL ETF
MIDSMALL,EQ,INF769K01LJ8,MIRAEAMC - MIDSMALL
MIDWESTLTD,EQ,INE0XAD01024,MIDWEST LIMITED
MIIL,EQ,INE898Q01015,MEGHNA INFRACON INFRA L
MILKYMIST,EQ,INE00IT01020,MILKY MIST DAIRY FOOD L
MINDACORP,EQ,INE842C01021,MINDA CORPORATION LTD
MINDTECK,EQ,INE110B01017,MINDTECK (INDIA) LIMITED
MIRZAINT,EQ,INE771A01026,MIRZA INTERNATIONAL LIMIT
MITCON,EQ,INE828O01033,MITCON CON & ENG SER LTD
MITTAL,EQ,INE997Y01027,MITTAL LIFE STYLE LIMITED
MKEXIM,EQ,INE227F01010,M K EXIM (INDIA) LTD.
MKPL,EQ,INE964W01021,M K PROTEINS LIMITED
MLKFOOD,EQ,INE588G01021,MILKFOOD LTD.
MMFL,EQ,INE227C01017,MM FORGINGS LTD
MMP,EQ,INE511Y01018,MMP INDUSTRIES LIMITED
MMTC,EQ,INE123F01029,MMTC LIMITED
MMWL,EQ,INE200D01020,MEDIA MATRIX WORLDWIDE L
MNC,EQ,INF174KA1JF2,KOTAKMAMC - KOTAKMNC
MOALPHA50,EQ,INF247L01FR8,MOTILALAMC - MOALPHA50
MOBANK10,EQ,INF247L01GV8,MOTILALAMC - MOBANK10
MOBIKWIK,EQ,INE0HLU01028,ONE MOBIKWIK SYSTEMS LTD
MOCAPITAL,EQ,INF247L01EV3,MOTILALAMC - MOCAPITAL
MODEFENCE,EQ,INF247L01DJ0,MOTILALAMC - MODEFENCE
MODINATUR,EQ,INE537F01012,MODI NATURALS LIMITED
MODIRUBBER,EQ,INE832A01018,MODI RUBBER LTD
MODIS,EQ,INE0L0L01012,MODIS NAVNIRMAN LTD
MODTHREAD,EQ,INE794W01014,MODERN THREADS INDIA LTD
MOENERGY,EQ,INF247L01GH7,MOTILALAMC - MOENERGY
MOGOLD,EQ,INF247L01FY4,MOTILALAMC - MOGOLD
MOGSEC,EQ,INF247L01AK4,MOTILALAMC - G5
MOHEALTH,EQ,INF247L01BB1,MOTILALAMC - MOHEALTH
MOHITE,EQ,INE154B01023,MOHITE INDUSTRIES LTD.
MOHITIND,EQ,INE954E01012,MOHIT INDUSTRIES LTD
MOIL,EQ,INE490G01020,MOIL LIMITED
MOINFRA,EQ,INF247L01FL1,MOTILALAMC - MOINFRA
MOIPO,EQ,INF247L01GI5,MOTILALAMC - MOIPO
MOKSH,EQ,INE514Y01020,MOKSH ORNAMENTS LIMITED
MOL,EQ,INE0CT101020,MEGHMANI ORGANICS LIMITED
MOLBIO,EQ,INE869T01028,MOLBIO DIAGNOSTICS LTD
MOLDTKPAC,EQ,INE893J01029,MOLD-TEK PACKAGING LTD
MOLOWVOL,EQ,INF247L01BL0,MOTILALAMC - MOLOWVOL
MOM100,EQ,INF247L01023,MOTILAL OS MIDCAP100 ETF
MOM30IETF,EQ,INF109KC17C7,ICICIPRAMC - ICICIMOM30
MOM50,EQ,INF247L01536,MOTILAL OSWAL M50 ETF
MOMENTUM,EQ,INF209KB14K7,BIRLASLAMC - MOMENTUM
MOMENTUM30,EQ,INF174KA1XS6,KOTAKMAMC - MOMENTUM30
MOMENTUM50,EQ,INF247L01DK8,MOTILALAMC - MOMENTUM50
MOMETAL,EQ,INF247L01HG7,MOTILALAMC - MOMETAL
MOMGF,EQ,INF247L01FK3,MOTILALAMC - MOMGF
MOMIDMTM,EQ,INF247L01FQ0,MOTILALAMC - MOMIDMTM
MOMMIDCAP,EQ,INF769K01RC0,MIRAEAMC - MOMMIDCAP
MOMNC,EQ,INF247L01GK1,MOTILALAMC - MOMNC
MOMOMENTUM,EQ,INF247L01BK2,MOTILALAMC - MOMOMENTUM
MON100,EQ,INF247L01AP3,MOTILAL OS NASDAQ100 ETF
MON50EQUAL,EQ,INF247L01FC0,MOTILALAMC - MON50EQUAL
MONARCH,EQ,INE903D01011,MONARCH NETWORTH CAP LTD
MONEXT50,EQ,INF247L01FD8,MOTILALAMC - MONEXT50
MONEYBOXX,EQ,INE296Q01012,MONEYBOXX FINANCE LIMITED
MONIFTY100,EQ,INF247L01GG9,MOTILALAMC - MONIFTY100
MONIFTY500,EQ,INF247L01BU1,MOTILALAMC - MONIFTY500
MONQ50,EQ,INF247L01AU3,MOTILALAMC - MONQ50
MONTECARLO,EQ,INE950M01013,MONTE CARLO FASHIONS LTD.
MOOILGAS,EQ,INF247L01HH5,MOTILALAMC - MOOILGAS
MOPSE,EQ,INF247L01FO5,MOTILALAMC - MOPSE
MOQUALITY,EQ,INF247L01BH8,MOTILALAMC - MOQUALITY
MOREALTY,EQ,INF247L01CI4,MOTILALAMC - MOREALTY
MOREPENLAB,EQ,INE083A01026,MOREPEN LAB. LTD
MOSCHIP,EQ,INE935B01025,MOSCHIP TECHNOLOGIES LTD
MOSERVICE,EQ,INF247L01GJ3,MOTILALAMC - MOSERVICE
MOSILVER,EQ,INF247L01FZ1,MOTILALAMC - MOSILVER
MOSMALL250,EQ,INF247L01CH6,MOTILALAMC - MOSMALL250
MOTHERSON,EQ,INE775A01035,SAMVRDHNA MTHRSN INTL LTD
MOTILALOFS,EQ,INE338I01027,MOTILAL OSWAL FIN LTD
MOTISONS,EQ,INE0FRK01020,MOTISONS JEWELLERS LTD
MOTOGENFIN,EQ,INE861B01023,MOTOR & GENERAL FINANCE L
MOTOUR,EQ,INF247L01FP2,MOTILALAMC - MOTOUR
MOVALUE,EQ,INF247L01BE5,MOTILALAMC - MOVALUE
MPHASIS,EQ,INE356A01018,MPHASIS LIMITED
MPIMANIPAL,EQ,INE241U01028,MANIPAL PAYMENT & IDE S L
MPSLTD,EQ,INE943D01017,MPS LIMITED
MRF,EQ,INE883A01011,MRF LTD
MRPL,EQ,INE103A01014,MRPL
MSCI360,EQ,INF579M01BP5,360ONEAMC - MSCI360
MSCIADD,EQ,INF740KA1WV7,DSPAMC - MSCIADD
MSCIINDIA,EQ,INF174KA1VD2,KOTAKMAMC - MSCIINDIA
MSL,EQ,INE829S01016,MANGALAM SEEDS LTD.
MSPL,EQ,INE752G01015,MSP STEEL & POWER LTD.
MSTCLTD,EQ,INE255X01014,MSTC LIMITED
MSUMI,EQ,INE0FS801015,MOTHERSON SUMI WRNG IND L
MTNL,EQ,INE153A01019,MAHANAGAR TELEPHONE NIGAM
MUFIN,EQ,INE08KJ01020,MUFIN GREEN FINANCE LTD
MUFTI,EQ,INE220Q01020,CREDO BRANDS MARKETING L
MUKANDLTD,EQ,INE304A01026,MUKAND LTD.
MUKESHB,EQ,INE596B01017,MUKESH BABU FINANC SER L
MULTICAP,EQ,INF769K01LX9,MIRAEAMC - MULTICAP
MUNJALAU,EQ,INE672B01032,MUNJAL AUTO IND. LTD.
MUNJALSHOW,EQ,INE577A01027,MUNJAL SHOWA LTD
MURUDCERA,EQ,INE692B01014,MURUDESHWAR CERAMICS LTD
MUTHOOTCAP,EQ,INE296G01013,MUTHOOT CAP SERV LTD
MUTHOOTFIN,EQ,INE414G01012,MUTHOOT FINANCE LIMITED
MUTHOOTMF,EQ,INE046W01019,MUTHOOT MICROFIN LIMITED
MVELECTRO,EQ,INE0OWZ01020,MV ELECTROSYSTEMS LIMITED
MVGJL,EQ,INE0KNT01012,MANOJ VAIBHAV GEM N JEW L
MWL,EQ,INE0JYY01029,MANGALAM WORLDWIDE LTD
NACLIND,EQ,INE295D01020,NACL INDUSTRIES LIMITED
NAGREEKCAP,EQ,INE245I01016,NAGREEKA CAP & INFR.LTD
NAGREEKEXP,EQ,INE123B01028,NAGREEKA EXPORTS LTD.
NAHARCAP,EQ,INE049I01012,NAHAR CAP & FIN.
NAHARINDUS,EQ,INE289A01011,NAHAR INDS ENT LTD
NAHARPOLY,EQ,INE308A01027,NAHAR POLY FILMS LIMITED
NAHARSPING,EQ,INE290A01027,NAHAR SPINNING MILLS LTD.
NAM-INDIA,EQ,INE298J01013,NIPPON L I A M LTD
NARMADA,EQ,INE117Z01029,NARMADA AGROBASE LIMITED
NATCOPHARM,EQ,INE987B01026,NATCO PHARMA LTD.
NATHBIOGEN,EQ,INE448G01010,NATH BIO-GENES (I) LTD
NATIONALUM,EQ,INE139A01034,NATIONAL ALUMINIUM CO LTD
NATIONSTD,EQ,INE166R01015,NATIONAL STAND (INDIA) L
NAUKRI,EQ,INE663F01032,INFO EDGE (I) LTD
NAVA,EQ,INE725A01030,NAVA LIMITED
NAVINFLUOR,EQ,INE048G01026,NAVIN FLUORINE INT. LTD
NAVKARCORP,EQ,INE278M01019,NAVKAR CORPORATION LTD.
NAVNETEDUL,EQ,INE060A01024,NAVNEET EDUCATION LTD
NAZARA,EQ,INE418L01047,NAZARA TECHNOLOGIES LTD
NBCC,EQ,INE095N01031,NBCC (INDIA) LIMITED
NBIFIN,EQ,INE365I01020,N.B.I. IND. FIN. CO. LTD
NCC,EQ,INE868B01028,NCC LIMITED
NCLIND,EQ,INE732C01016,NCL INDUSTRIES LIMITED
NDGL,EQ,INE756C01015,NAGA DHUNSERI GROUP LTD
NDL,EQ,INE875G01048,NANDAN DENIM LIMITED
NDLVENTURE,EQ,INE353A01023,NDL VENTURES LIMITED
NDRAUTO,EQ,INE07OG01012,NDR AUTO COMPONENTS LTD
NDTV,EQ,INE155G01029,NDTV LTD
NEAGI,EQ,INE605D01012,NEELAMALAI AGRO INDS. L
NECLIFE,EQ,INE023H01027,NECTAR LIFESCIENCES LTD.
NELCAST,EQ,INE189I01024,NELCAST LIMITED
NELCO,EQ,INE045B01015,NELCO LTD
NEOGEN,EQ,INE136S01016,NEOGEN CHEMICALS LIMITED
NEPHROPLUS,EQ,INE428V01029,NEPHROCARE HEALTH SERV L
NESCO,EQ,INE317F01035,NESCO LTD.
NESTLEIND,EQ,INE239A01024,NESTLE INDIA LIMITED
NETF,EQ,INF277K015R5,TATAAML - NETF
NETWEB,EQ,INE0NT901020,NETWEB TECH INDIA LTD
NETWORK18,EQ,INE870H01013,NETWORK18 MEDIA & INV LTD
NEULANDLAB,EQ,INE794A01010,NEULAND LAB LTD.
NEWGEN,EQ,INE619B01017,NEWGEN SOFTWARE TECH LTD
NEXT30ADD,EQ,INF740KA1VE5,DSPAMC - NEXT30ADD
NEXT50,EQ,INF769K01FN2,MIRAEAMC - MANXT50
NEXT50ADD,EQ,INF740KA1XU7,DSPAMC - NEXT50ADD
NEXT50BETA,EQ,INF789F1AUW9,UTIAMC-NEXT50BETA
NEXT50ETF,EQ,INF174KA1YO3,KOTAKMAMC - NEXT50ETF
NEXT50IETF,EQ,INF109KC1NS5,ICICIPRAMC - ICICINXT50
NEXTMEDIA,EQ,INE747B01016,NEXT MEDIAWORKS LIMITED
NFL,EQ,INE870D01012,NATIONAL FERT. LTD
NGIL,EQ,INE236Y01012,NAKODA GROUP OF IND. LTD
NGLFINE,EQ,INE887E01022,NGL FINE CHEM LIMITED
NH,EQ,INE410P01011,NARAYANA HRUDAYALAYA LTD.
NHPC,EQ,INE848E01016,NHPC LTD
NIACL,EQ,INE470Y01017,THE NEW INDIA ASSU CO LTD
NIBE,EQ,INE149O01018,NIBE LIMITED
NIBL,EQ,INE047O01014,NRB INDUS. BEARINGS LTD.
NICCOPAR,EQ,INE653C01022,NICCO PARKS & RESORTS LTD
NIF100BEES,EQ,INF204K014N5,NIP IND ETF NIFTY 100
NIF100IETF,EQ,INF109KC16V9,ICICI PRUD NIFTY 100 ETF
NIF500BETA,EQ,INF789F1AG76,UTIAMC - NIF500BETA
NIFTY1,EQ,INF174K014P6,KOTAK NIFTY ETF
NIFTY100EW,EQ,INF174KA1UW4,KOTAKMAMC - NIFTY100EW
NIFTYADD,EQ,INF740KA1CL0,DSPAMC - DSPNIFTY
NIFTYAXIS,EQ,INF846K01W98,AXISAMC-NIFTYAXIS
NIFTYBEES,EQ,INF204KB14I2,NIP IND ETF NIFTY BEES
NIFTYBETA,EQ,INF789F1AZC0,UTIAMC-NIFTYBETA
NIFTYBETF,EQ,INF0QA701722,BFAM - NIFTYBETF
NIFTYCASE,EQ,INF0R8F01166,ZERODHAAMC - NIFTYCASE
NIFTYETF,EQ,INF769K01EG9,MIRAEAMC - MAN50ETF
NIFTYIETF,EQ,INF109K012R6,ICICI PRUD NIFTY ETF
NIFTYJBLK,EQ,INF22M001184,JIOBLACKROCKAMC-NIFTYJBLK
NIFTYQLITY,EQ,INF209KB15K4,BIRLASLAMC - NIFTYQLITY
NIITLTD,EQ,INE161A01038,NIIT LIMITED
NIITMTS,EQ,INE342G01023,NIIT LEARNING SYSTEMS LTD
NILAINFRA,EQ,INE937C01029,NILA INFRASTRUCTURES LTD
NILASPACES,EQ,INE00S901012,NILA SPACES LIMITED
NILE,EQ,INE445D01013,NILE LTD.
NILKAMAL,EQ,INE310A01015,NILKAMAL LIMITED
NIMBSPROJ,EQ,INE875B01015,NIMBUS PROJECTS LIMITED
NINSYS,EQ,INE395U01014,NINTEC SYSTEMS LIMITED
NIPPOBATRY,EQ,INE567A01028,INDO-NATIONAL LIMITED
NIRAJ,EQ,INE368I01016,NIRAJ CEMENT STRUC LTD
NIRLON,EQ,INE910A01012,NIRLON LTD
NITCO,EQ,INE858F01012,NITCO LIMITED
NITINSPIN,EQ,INE229H01012,NITIN SPINNERS LIMITED
NITIRAJ,EQ,INE439T01012,NITIRAJ ENGINEERS LTD
NITTAGELA,EQ,INE265B01019,NITTA GELATIN INDIA LTD.
NIVABUPA,EQ,INE995S01015,NIVA BUPA HEALTH INS CO L
NLCINDIA,EQ,INE589A01014,NLC INDIA LIMITED
NMDC,EQ,INE584A01023,NMDC LTD.
NOCIL,EQ,INE163A01018,NOCIL LIMITED
NOIDATOLL,EQ,INE781B01015,NOIDA TOLL BRIDGE CO LTD
NORBTEAEXP,EQ,INE369C01017,NORBEN TEA & EXPORTS LTD
