date,symbol,series,isin,name,open,high,low,close,prev_close,chg_pct,volume,value
2026-01-06,3IINFOLTD,BE,INE748C01038,3I INFOTECH LIMITED,16.66,16.8,16.46,16.52,16.66,-0.84,340985,5633072.36
2026-01-06,AARTECH,BE,INE01C001026,AARTECH SOLONICS LIMITED,58.0,58.0,53.0,55.21,53.9,2.43,199559,11017652.21
2026-01-06,AARTISURF,BE,INE09EO01013,AARTI SURFACTANTS LIMITED,394.0,394.0,383.0,384.45,388.25,-0.98,5383,2069494.42
2026-01-06,ABAN,BE,INE421A01028,ABAN OFFSHORE LTD.,18.88,19.33,18.26,18.41,18.88,-2.49,240256,4423112.92
2026-01-06,ABINFRA,BE,INE00YB01025,A B INFRABUILD LIMITED,19.09,19.18,18.4,18.95,18.72,1.23,384159,7279813.34
2026-01-06,ABMINTLLTD,BE,INE251C01025,ABM INTERNATIONAL LTD,40.18,43.98,40.18,42.56,40.18,5.92,1719,73160.64
2026-01-06,ACCURACY,BE,INE648Z01023,ACCURACY SHIPPING LIMITED,5.71,5.78,5.55,5.64,5.71,-1.23,74591,420693.23
2026-01-06,AHLWEST,BE,INE915K01010,ASIAN HOTELS (WEST) LTD,144.15,144.15,144.15,144.15,144.15,0.0,0,0.0
2026-01-06,AKI,BE,INE642Z01026,AKI INDIA LIMITED,6.89,6.89,6.18,6.34,6.62,-4.23,193601,1227430.37
2026-01-06,AKSHARCHEM,BE,INE542B01011,AKSHARCHEM INDIA LIMITED,240.16,241.86,235.1,236.18,240.16,-1.66,6211,1466913.93
2026-01-06,AKSHOPTFBR,BE,INE523B01011,AKSH OPTIFIBRE  LTD,6.44,6.53,6.15,6.27,6.44,-2.64,167518,1050337.86
2026-01-06,ALPHAGEO,BE,INE137C01018,ALPHAGEO (INDIA) LIMITED,229.99,229.99,223.99,227.59,227.07,0.23,810,184347.9
2026-01-06,AMANTA,BE,INE084K01015,AMANTA HEALTHCARE LIMITED,110.95,111.5,108.0,109.59,110.45,-0.78,93773,10276582.73
2026-01-06,AMDIND,BE,INE005I01014,AMD INDUSTRIES LIMITED,47.36,48.95,46.15,46.99,47.31,-0.68,9110,428078.92
2026-01-06,ANMOL,BE,INE02AR01019,ANMOL INDIA LIMITED,14.42,14.42,14.0,14.02,14.3,-1.96,38045,533390.92
2026-01-06,APTECHT,BE,INE266F01018,APTECH LIMITED,94.79,94.79,91.17,92.37,91.88,0.53,566639,52340445.99
2026-01-06,ARIES,BE,INE298I01015,ARIES AGRO LTD.,340.55,347.85,332.7,334.75,340.55,-1.7,44345,14844488.75
2026-01-06,ASAHISONG,BE,INE228I01012,ASAHI SONGWON COLOR LTD,264.8,266.05,255.85,260.0,260.1,-0.04,6096,1584960.0
2026-01-06,ASMS,BE,INE855F01042,AVIO SMART MRKT STACK LTD,12.15,12.15,11.88,11.96,11.82,1.18,93287,1115712.52
2026-01-06,AVG,BE,INE680Z01018,AVG LOGISTICS LIMITED,189.0,189.01,177.0,178.96,183.16,-2.29,18893,3381091.41
2026-01-06,BAFNAPH,BE,INE878I01022,BAFNA PHARMACEUTICALS LTD,148.0,151.0,145.33,147.69,148.39,-0.47,2760,407624.41
2026-01-06,BASML,BE,INE186H01022,BANNARI AM SPIN MILL LTD.,26.13,26.34,25.8,25.91,25.9,0.04,48982,1269123.61
2026-01-06,BGRENERGY,BE,INE661I01014,BGR ENERGY SYSTEMS LTD,351.25,360.45,331.0,344.25,348.35,-1.18,97832,33678666.0
2026-01-06,BHAGERIA,BE,INE354C01027,BHAGERIA INDUSTRIES LTD,180.4,180.62,177.35,177.83,179.77,-1.08,28746,5111901.23
2026-01-06,BHARATGEAR,BE,INE561C01019,BHARAT GEARS LTD,115.0,116.49,108.92,110.61,113.87,-2.86,45880,5074786.83
2026-01-06,BILVYAPAR,BE,INE071A01013,BIL VYAPAR LIMITED,7.42,7.5,7.16,7.38,7.42,-0.54,3746,27645.48
2026-01-06,BLISSGVS,BE,INE416D01022,BLISS GVS PHARMA LTD,161.2,192.0,160.15,182.48,160.42,13.75,57529937,10498062657.97
2026-01-06,BURNPUR,BE,INE817H01022,BURNPUR CEMENT LIMITED,33.0,33.0,33.0,33.0,33.0,0.0,0,0.0
2026-01-06,BYKE,BE,INE319B01014,THE BYKE HOSPITALITY LTD,60.89,60.89,56.05,57.19,59.0,-3.07,94508,5404912.39
2026-01-06,CALSOFT,BE,INE526B01014,CALIFORNIA SOFTWARE CO LT,15.24,15.75,14.88,15.26,15.1,1.06,22795,347851.71
2026-01-06,CAPTRUST,BE,INE707C01018,CAPITAL TRUST LIMITED,13.47,13.85,13.22,13.5,13.42,0.6,47307,638644.5
2026-01-06,CHEMBONDCH,BE,INE0TGX01019,CHEMBOND CHEMICAL LIMITED,153.99,168.0,148.1,156.56,152.69,2.53,15542,2433255.48
2026-01-06,CHEMCON,BE,INE03YM01018,CHEMCON SPECIAL CHEM LTD,203.64,203.64,198.5,200.08,203.64,-1.75,29884,5979190.77
2026-01-06,CONSOFINVT,BE,INE025A01027,CONSO. FIN. & HOLD. LTD.,166.54,167.79,164.0,164.86,163.36,0.92,3397,560029.42
2026-01-06,COUNCODOS,BE,INE695B01025,COUNTRY CONDO S LIMITED,5.83,6.0,5.6,5.86,5.82,0.69,28640,167830.4
2026-01-06,CTE,BE,INE627H01017,CAMBRIDGE TECH ENTER LTD,39.2,41.42,38.5,38.8,40.15,-3.36,25129,975005.18
2026-01-06,CURAA,BE,INE117B01020,CURA TECHNOLOGIES LIMITED,109.86,112.13,109.86,109.86,112.1,-2.0,86,9447.96
2026-01-06,CYBERMEDIA,BE,INE278G01037,CYBER MEDIA (INDIA) LTD.,17.97,17.97,16.41,16.58,17.14,-3.27,10997,182330.26
2026-01-06,CYBERTECH,BE,INE214A01019,CYBERTECH SYSTEMS & SOFTW,145.8,147.49,144.0,145.57,145.79,-0.15,13413,1952530.51
