date,symbol,series,isin,name,open,high,low,close,prev_close,chg_pct,volume,value
2026-01-15,ABAN,BE,INE421A01028,ABAN OFFSHORE LTD.,19.25,19.25,19.25,19.25,19.25,0.0,0,0.0
2026-01-15,ACCURACY,BE,INE648Z01023,ACCURACY SHIPPING LIMITED,5.38,5.38,5.38,5.38,5.38,0.0,0,0.0
2026-01-15,AHLWEST,BE,INE915K01010,ASIAN HOTELS (WEST) LTD,144.15,144.15,144.15,144.15,144.15,0.0,0,0.0
2026-01-15,AKSHOPTFBR,BE,INE523B01011,AKSH OPTIFIBRE  LTD,5.95,5.95,5.95,5.95,5.95,0.0,0,0.0
2026-01-15,APTECHT,BE,INE266F01018,APTECH LIMITED,87.59,87.59,87.59,87.59,87.59,0.0,0,0.0
2026-01-15,ASAHISONG,BE,INE228I01012,ASAHI SONGWON COLOR LTD,239.3,239.3,239.3,239.3,239.3,0.0,0,0.0
2026-01-15,AVG,BE,INE680Z01018,AVG LOGISTICS LIMITED,167.54,167.54,167.54,167.54,167.54,0.0,0,0.0
2026-01-15,BASML,BE,INE186H01022,BANNARI AM SPIN MILL LTD.,24.54,24.54,24.54,24.54,24.54,0.0,0,0.0
2026-01-15,BHAGERIA,BE,INE354C01027,BHAGERIA INDUSTRIES LTD,166.36,166.36,166.36,166.36,166.36,0.0,0,0.0
2026-01-15,BHARATGEAR,BE,INE561C01019,BHARAT GEARS LTD,105.47,105.47,105.47,105.47,105.47,0.0,0,0.0
2026-01-15,BLISSGVS,BE,INE416D01022,BLISS GVS PHARMA LTD,164.35,164.35,164.35,164.35,164.35,0.0,0,0.0
2026-01-15,BURNPUR,BE,INE817H01022,BURNPUR CEMENT LIMITED,33.0,33.0,33.0,33.0,33.0,0.0,0,0.0
2026-01-15,CHEMBONDCH,BE,INE0TGX01019,CHEMBOND CHEMICAL LIMITED,143.99,143.99,143.99,143.99,143.99,0.0,0,0.0
2026-01-15,CYBERTECH,BE,INE214A01019,CYBERTECH SYSTEMS & SOFTW,138.63,138.63,138.63,138.63,138.63,0.0,0,0.0
