date,symbol,series,isin,name,open,high,low,close,prev_close,chg_pct,volume,value
2026-04-29,3IINFOLTD,BE,INE748C01038,3I INFOTECH LIMITED,17.74,18.03,17.65,17.79,17.74,0.28,421512,7498698.87
2026-04-29,AARNAV,BE,INE750R01016,AARNAV FASHIONS LIMITED,23.59,23.59,22.9,23.08,23.44,-1.54,78059,1801601.71
2026-04-29,AARTECH,BE,INE01C001026,AARTECH SOLONICS LIMITED,48.4,50.99,48.39,49.42,48.93,1.0,50763,2508707.37
2026-04-29,AARTISURF,BE,INE09EO01013,AARTI SURFACTANTS LIMITED,419.0,430.0,412.0,412.2,417.2,-1.2,4751,1958362.26
2026-04-29,ABAN,BE,INE421A01028,ABAN OFFSHORE LTD.,18.05,18.05,18.05,18.05,18.05,0.0,0,0.0
2026-04-29,ABINFRA,BE,INE00YB01025,A B INFRABUILD LIMITED,15.79,16.11,15.37,15.61,15.65,-0.26,309477,4830935.86
2026-04-29,ABMINTLLTD,BE,INE251C01025,ABM INTERNATIONAL LTD,42.0,43.76,41.68,43.76,41.68,4.99,624,27306.24
2026-04-29,ACCURACY,BE,INE648Z01023,ACCURACY SHIPPING LIMITED,5.18,5.36,5.0,5.21,5.11,1.96,116834,608705.14
2026-04-29,AHLWEST,BE,INE915K01010,ASIAN HOTELS (WEST) LTD,344.51,344.51,344.51,344.51,328.11,5.0,954,328662.55
2026-04-29,AKI,BE,INE642Z01026,AKI INDIA LIMITED,5.2,5.24,4.92,5.16,5.19,-0.58,32970,170125.19
2026-04-29,AKSHARCHEM,BE,INE542B01011,AKSHARCHEM INDIA LIMITED,198.51,210.96,193.36,198.2,202.58,-2.16,13217,2619609.36
2026-04-29,AKSHOPTFBR,BE,INE523B01011,AKSH OPTIFIBRE  LTD,6.34,6.34,5.99,6.0,6.25,-4.0,208487,1250922.0
2026-04-29,ALPHAGEO,BE,INE137C01018,ALPHAGEO (INDIA) LIMITED,229.0,229.0,220.0,220.28,224.66,-1.95,6817,1501648.75
2026-04-29,AMANTA,BE,INE084K01015,AMANTA HEALTHCARE LIMITED,134.36,134.8,130.0,131.55,132.37,-0.62,45169,5941982.09
2026-04-29,AMBALALSA,BE,INE432A01017,AMBALAL SARABHAI ENT L,33.35,34.05,32.15,32.65,33.2,-1.66,54321,1773580.73
2026-04-29,AMDIND,BE,INE005I01014,AMD INDUSTRIES LIMITED,44.3,45.79,44.02,44.95,44.61,0.76,6340,284983.0
2026-04-29,ANMOL,BE,INE02AR01019,ANMOL INDIA LIMITED,12.48,12.52,12.17,12.49,12.34,1.22,47249,590140.0
2026-04-29,APTECHT,BE,INE266F01018,APTECH LIMITED,105.21,105.27,103.14,104.17,104.17,0.0,128404,13375844.44
2026-04-29,ARIES,BE,INE298I01015,ARIES AGRO LTD.,380.2,385.8,367.75,371.05,379.5,-2.23,26424,9804624.88
2026-04-29,ASAHISONG,BE,INE228I01012,ASAHI SONGWON COLOR LTD,236.49,252.0,231.1,245.13,234.31,4.62,70827,17361822.86
2026-04-29,ASMS,BE,INE855F01042,AVIO SMART MRKT STACK LTD,7.95,8.3,7.87,7.91,8.0,-1.13,2480695,19622297.07
2026-04-29,AVG,BE,INE680Z01018,AVG LOGISTICS LIMITED,165.56,174.28,165.03,166.78,167.23,-0.27,15235,2540893.28
2026-04-29,BAFNAPH,BE,INE878I01022,BAFNA PHARMACEUTICALS LTD,138.8,138.8,130.55,131.84,132.97,-0.85,3210,423206.39
2026-04-29,BASML,BE,INE186H01022,BANNARI AM SPIN MILL LTD.,23.25,24.75,23.25,24.54,23.65,3.76,109602,2689633.18
2026-04-29,BGRENERGY,BE,INE661I01014,BGR ENERGY SYSTEMS LTD,306.0,310.7,295.65,295.65,311.21,-5.0,128576,38013493.62
2026-04-29,BHAGERIA,BE,INE354C01027,BHAGERIA INDUSTRIES LTD,175.53,179.0,171.6,174.62,176.71,-1.18,58881,10281799.93
2026-04-29,BHARATGEAR,BE,INE561C01019,BHARAT GEARS LTD,108.02,111.7,108.02,108.29,107.36,0.87,14881,1611463.5
2026-04-29,BILVYAPAR,BE,INE071A01013,BIL VYAPAR LIMITED,5.65,5.65,5.65,5.65,5.65,0.0,0,0.0
2026-04-29,BLISSGVS,BE,INE416D01022,BLISS GVS PHARMA LTD,271.41,275.84,265.21,267.35,269.26,-0.71,1151342,307811290.73
2026-04-29,BTTL,BE,INE274K01012,BHILWARA TECHNICAL TEXT L,34.1,34.1,33.1,33.3,33.4,-0.3,3687,122777.1
2026-04-29,BURNPUR,BE,INE817H01022,BURNPUR CEMENT LIMITED,33.0,33.0,33.0,33.0,33.0,0.0,0,0.0
2026-04-29,BYKE,BE,INE319B01014,THE BYKE HOSPITALITY LTD,38.85,38.85,37.25,37.91,37.73,0.48,22688,860102.08
2026-04-29,CALSOFT,BE,INE526B01014,CALIFORNIA SOFTWARE CO LT,12.1,12.4,11.36,11.96,12.02,-0.5,61796,739080.16
2026-04-29,CAPTRUST,BE,INE707C01018,CAPITAL TRUST LIMITED,13.55,13.67,13.41,13.55,13.41,1.04,16097,218114.35
2026-04-29,CHEMBONDCH,BE,INE0TGX01019,CHEMBOND CHEMICAL LIMITED,153.89,154.98,151.03,151.83,153.34,-0.98,5152,782228.17
2026-04-29,CHEMCON,BE,INE03YM01018,CHEMCON SPECIAL CHEM LTD,163.9,163.9,158.01,158.97,161.83,-1.77,30051,4777207.51
2026-04-29,CONSOFINVT,BE,INE025A01027,CONSO. FIN. & HOLD. LTD.,226.01,228.85,224.01,226.96,225.14,0.81,1571,356554.17
2026-04-29,COUNCODOS,BE,INE695B01025,COUNTRY CONDO S LIMITED,5.37,5.37,5.11,5.18,5.27,-1.71,32802,169914.35
2026-04-29,CTE,BE,INE627H01017,CAMBRIDGE TECH ENTER LTD,32.95,33.54,32.0,33.4,31.95,4.54,13651,455943.42
2026-04-29,CURAA,BE,INE117B01020,CURA TECHNOLOGIES LIMITED,97.63,97.63,97.63,97.63,92.99,4.99,6664,650606.3
2026-04-29,CYBERMEDIA,BE,INE278G01037,CYBER MEDIA (INDIA) LTD.,16.13,17.85,15.83,16.5,16.12,2.36,54351,896791.5
2026-04-29,CYBERTECH,BE,INE214A01019,CYBERTECH SYSTEMS & SOFTW,128.5,132.8,127.19,128.77,127.39,1.08,53580,6899496.83
2026-04-29,DAMODARIND,BE,INE497D01022,DAMODAR INDUSTRIES LTD,32.19,33.7,31.72,32.92,30.91,6.5,85456,2813211.36
2026-04-29,DBSTOCKBRO,BE,INE921B01025,DB (INT) STOCK BROKERS,27.55,28.35,27.0,27.06,27.5,-1.6,8138,220214.28
2026-04-29,DELPHIFX,BE,INE726L01027,DELPHI WORLD MONEY LTD,12.7,13.16,11.36,11.7,12.86,-9.02,503886,5895466.1
2026-04-29,DIACABS,BE,INE989C01038,DIAMOND POWER INFRA LTD,165.16,166.89,158.5,161.34,162.87,-0.94,1754615,283089577.67
