date,symbol,series,isin,name,open,high,low,close,prev_close,chg_pct,volume,value
2026-07-17,3IINFOLTD,BE,INE748C01038,3I INFOTECH LIMITED,18.15,18.54,18.07,18.3,18.15,0.83,306747,5613469.87
2026-07-17,AARNAV,BE,INE750R01016,AARNAV FASHIONS LIMITED,32.8,37.4,28.1,28.34,31.35,-9.6,1374124,38942674.37
2026-07-17,AARTECH,BE,INE01C001026,AARTECH SOLONICS LIMITED,48.51,48.51,47.25,47.58,48.5,-1.9,20329,967253.86
2026-07-17,AARTISURF,BE,INE09EO01013,AARTI SURFACTANTS LIMITED,388.0,399.45,382.6,392.3,386.85,1.41,16543,6489818.7
2026-07-17,ABAN,BE,INE421A01028,ABAN OFFSHORE LTD.,15.02,15.44,14.27,14.62,15.02,-2.66,64850,948106.99
2026-07-17,ABINFRA,BE,INE00YB01025,A B INFRABUILD LIMITED,10.08,10.15,9.93,10.08,10.06,0.2,565601,5701258.04
2026-07-17,ABMINTLLTD,BE,INE251C01025,ABM INTERNATIONAL LTD,40.63,40.63,40.16,40.16,40.63,-1.16,200,8032.0
2026-07-17,ACCURACY,BE,INE648Z01023,ACCURACY SHIPPING LIMITED,4.94,4.99,4.78,4.87,4.99,-2.4,69668,339283.15
2026-07-17,AHLWEST,BE,INE915K01010,ASIAN HOTELS (WEST) LTD,556.0,573.85,532.2,573.85,560.2,2.44,1311,752317.32
2026-07-17,AKI,BE,INE642Z01026,AKI INDIA LIMITED,4.7,4.7,4.33,4.47,4.54,-1.54,70167,313646.48
2026-07-17,AKSHARCHEM,BE,INE542B01011,AKSHARCHEM INDIA LIMITED,238.68,238.68,235.0,235.0,238.68,-1.54,340,79900.0
2026-07-17,AKSHOPTFBR,BE,INE523B01011,AKSH OPTIFIBRE  LTD,5.66,5.68,5.66,5.66,5.77,-1.91,227270,1286348.17
2026-07-17,ALPHAGEO,BE,INE137C01018,ALPHAGEO (INDIA) LIMITED,198.05,201.9,195.27,197.49,200.64,-1.57,5254,1037612.49
2026-07-17,AMANTA,BE,INE084K01015,AMANTA HEALTHCARE LIMITED,168.0,168.57,161.97,168.0,165.27,1.65,125072,21012096.0
2026-07-17,AMBALALSA,BE,INE432A01017,AMBALAL SARABHAI ENT L,30.62,31.15,30.61,30.89,31.22,-1.06,24264,749514.95
2026-07-17,AMDIND,BE,INE005I01014,AMD INDUSTRIES LIMITED,45.5,45.5,43.7,43.84,44.71,-1.95,10709,469482.56
2026-07-17,ANMOL,BE,INE02AR01019,ANMOL INDIA LIMITED,10.74,10.9,10.62,10.68,10.79,-1.02,17176,183439.69
2026-07-17,APTECHT,BE,INE266F01018,APTECH LIMITED,97.89,97.89,95.3,95.99,96.89,-0.93,53511,5136520.78
2026-07-17,ARIES,BE,INE298I01015,ARIES AGRO LTD.,344.15,347.4,340.0,344.9,344.15,0.22,16789,5790526.0
2026-07-17,ASAHISONG,BE,INE228I01012,ASAHI SONGWON COLOR LTD,279.65,279.65,266.0,266.5,272.2,-2.09,7714,2055781.0
2026-07-17,ASMS,BE,INE855F01042,AVIO SMART MRKT STACK LTD,7.2,7.36,7.2,7.23,7.17,0.84,148496,1073626.08
2026-07-17,AVG,BE,INE680Z01018,AVG LOGISTICS LIMITED,201.05,214.79,200.0,201.59,204.59,-1.47,25439,5128247.92
2026-07-17,BAFNAPH,BE,INE878I01022,BAFNA PHARMACEUTICALS LTD,225.88,225.88,224.0,225.88,221.46,2.0,5824,1315525.15
2026-07-17,BASML,BE,INE186H01022,BANNARI AM SPIN MILL LTD.,27.28,27.3,26.5,26.71,27.01,-1.11,23456,626509.74
2026-07-17,BGRENERGY,BE,INE661I01014,BGR ENERGY SYSTEMS LTD,297.5,298.85,290.0,293.5,297.5,-1.34,27573,8092675.5
2026-07-17,BHAGERIA,BE,INE354C01027,BHAGERIA INDUSTRIES LTD,207.0,207.5,200.0,203.49,203.22,0.13,19169,3900699.92
2026-07-17,BHARATGEAR,BE,INE561C01019,BHARAT GEARS LTD,122.7,122.7,118.0,118.76,120.81,-1.7,10295,1222634.22
2026-07-17,BILVYAPAR,BE,INE071A01013,BIL VYAPAR LIMITED,3.96,4.25,3.96,4.2,4.1,2.44,2704,11356.8
2026-07-17,BLISSGVS,BE,INE416D01022,BLISS GVS PHARMA LTD,505.2,510.0,479.75,483.5,504.95,-4.25,367233,177557155.5
2026-07-17,BTTL,BE,INE274K01012,BHILWARA TECHNICAL TEXT L,54.0,54.0,51.44,51.77,54.14,-4.38,18255,945061.36
2026-07-17,BURNPUR,BE,INE817H01022,BURNPUR CEMENT LIMITED,33.0,33.0,33.0,33.0,33.0,0.0,0,0.0
2026-07-17,BYKE,BE,INE319B01014,THE BYKE HOSPITALITY LTD,32.29,34.24,32.29,33.41,33.68,-0.8,8827,294910.07
2026-07-17,CALSOFT,BE,INE526B01014,CALIFORNIA SOFTWARE CO LT,21.98,22.39,21.26,22.12,21.66,2.12,72144,1595825.34
2026-07-17,CAPTRUST,BE,INE707C01018,CAPITAL TRUST LIMITED,12.7,13.33,12.7,13.33,12.7,4.96,92471,1232638.42
2026-07-17,CHEMBONDCH,BE,INE0TGX01019,CHEMBOND CHEMICAL LIMITED,245.5,251.46,241.55,241.55,254.26,-5.0,11038,2666228.93
2026-07-17,CHEMCON,BE,INE03YM01018,CHEMCON SPECIAL CHEM LTD,184.95,189.25,180.1,181.4,184.25,-1.55,11954,2168455.53
2026-07-17,CONSOFINVT,BE,INE025A01027,CONSO. FIN. & HOLD. LTD.,273.84,281.99,270.03,279.01,270.12,3.29,37496,10461759.33
2026-07-17,COUNCODOS,BE,INE695B01025,COUNTRY CONDO S LIMITED,6.69,6.75,6.08,6.12,6.75,-9.33,417025,2552192.95
2026-07-17,CTE,BE,INE627H01017,CAMBRIDGE TECH ENTER LTD,30.64,30.95,30.32,30.39,31.27,-2.81,2096,63697.44
2026-07-17,CURAA,BE,INE117B01020,CURA TECHNOLOGIES LIMITED,78.9,78.9,77.9,78.0,77.42,0.75,54,4212.0
2026-07-17,CYBERMEDIA,BE,INE278G01037,CYBER MEDIA (INDIA) LTD.,14.75,15.5,14.75,14.94,15.51,-3.68,3361,50213.34
2026-07-17,CYBERTECH,BE,INE214A01019,CYBERTECH SYSTEMS & SOFTW,138.21,143.95,138.21,142.53,140.42,1.5,6406,913047.17
2026-07-17,DAMODARIND,BE,INE497D01022,DAMODAR INDUSTRIES LTD,29.0,30.49,28.5,29.79,29.78,0.03,2451,73015.29
2026-07-17,DBSTOCKBRO,BE,INE921B01025,DB (INT) STOCK BROKERS,37.21,40.39,37.21,38.51,38.97,-1.18,2664,102590.64
2026-07-17,DELPHIFX,BE,INE726L01027,DELPHI WORLD MONEY LTD,7.23,7.23,7.23,7.23,7.61,-4.99,68059,492066.57
2026-07-17,DIACABS,BE,INE989C01038,DIAMOND POWER INFRA LTD,229.5,229.8,216.8,222.38,224.93,-1.13,5942979,1321599699.04
