date,symbol,series,isin,name,open,high,low,close,prev_close,chg_pct,volume,value
2026-05-26,3IINFOLTD,BE,INE748C01038,3I INFOTECH LIMITED,17.4,17.67,17.23,17.35,17.47,-0.69,184121,3194499.42
2026-05-26,AARNAV,BE,INE750R01016,AARNAV FASHIONS LIMITED,23.65,24.22,23.21,23.94,23.63,1.31,10009,239615.47
2026-05-26,AARTECH,BE,INE01C001026,AARTECH SOLONICS LIMITED,43.73,44.99,43.0,44.81,42.86,4.55,77198,3459242.49
2026-05-26,AARTISURF,BE,INE09EO01013,AARTI SURFACTANTS LIMITED,385.65,400.0,385.65,390.45,395.65,-1.31,6691,2612501.03
2026-05-26,ABAN,BE,INE421A01028,ABAN OFFSHORE LTD.,17.0,17.0,17.0,17.0,17.0,0.0,0,0.0
2026-05-26,ABINFRA,BE,INE00YB01025,A B INFRABUILD LIMITED,13.34,13.49,11.91,12.55,13.34,-5.92,2707051,33973490.57
2026-05-26,ABMINTLLTD,BE,INE251C01025,ABM INTERNATIONAL LTD,45.95,46.0,44.5,46.0,45.95,0.11,78,3588.0
2026-05-26,ACCURACY,BE,INE648Z01023,ACCURACY SHIPPING LIMITED,5.84,6.03,5.61,5.86,5.86,0.0,159939,937242.56
2026-05-26,AHLWEST,BE,INE915K01010,ASIAN HOTELS (WEST) LTD,617.4,682.3,617.4,636.05,649.85,-2.12,13532,8607028.43
2026-05-26,AKI,BE,INE642Z01026,AKI INDIA LIMITED,4.98,4.98,4.8,4.89,4.88,0.2,29596,144724.44
2026-05-26,AKSHARCHEM,BE,INE542B01011,AKSHARCHEM INDIA LIMITED,201.07,204.97,198.1,200.0,201.07,-0.53,1801,360200.0
2026-05-26,AKSHOPTFBR,BE,INE523B01011,AKSH OPTIFIBRE  LTD,5.88,5.95,5.88,5.88,6.0,-2.0,119224,701037.13
2026-05-26,ALPHAGEO,BE,INE137C01018,ALPHAGEO (INDIA) LIMITED,228.99,230.0,223.52,229.34,223.0,2.84,6063,1390488.4
2026-05-26,AMANTA,BE,INE084K01015,AMANTA HEALTHCARE LIMITED,129.15,134.41,129.15,133.25,132.27,0.74,134076,17865627.0
2026-05-26,AMBALALSA,BE,INE432A01017,AMBALAL SARABHAI ENT L,32.51,33.19,31.42,32.48,32.47,0.03,127786,4150489.22
2026-05-26,AMDIND,BE,INE005I01014,AMD INDUSTRIES LIMITED,46.3,46.61,45.01,45.93,46.61,-1.46,5008,230017.44
2026-05-26,ANMOL,BE,INE02AR01019,ANMOL INDIA LIMITED,11.12,11.49,11.12,11.44,11.39,0.44,48570,555640.78
2026-05-26,APTECHT,BE,INE266F01018,APTECH LIMITED,114.0,114.9,109.25,111.51,112.0,-0.44,1625350,181242781.97
2026-05-26,ARIES,BE,INE298I01015,ARIES AGRO LTD.,364.3,367.95,353.1,355.05,364.55,-2.61,26549,9426222.13
2026-05-26,ASAHISONG,BE,INE228I01012,ASAHI SONGWON COLOR LTD,234.91,274.9,231.9,254.69,234.91,8.42,148424,37802108.92
2026-05-26,ASMS,BE,INE855F01042,AVIO SMART MRKT STACK LTD,7.35,7.53,7.26,7.42,7.35,0.95,622825,4621361.55
2026-05-26,AVG,BE,INE680Z01018,AVG LOGISTICS LIMITED,154.66,158.99,152.9,154.23,156.52,-1.46,13247,2043084.75
2026-05-26,BAFNAPH,BE,INE878I01022,BAFNA PHARMACEUTICALS LTD,135.84,139.4,129.05,130.16,135.84,-4.18,6142,799442.74
2026-05-26,BASML,BE,INE186H01022,BANNARI AM SPIN MILL LTD.,24.35,25.75,24.35,25.33,24.42,3.73,203138,5145485.52
2026-05-26,BGRENERGY,BE,INE661I01014,BGR ENERGY SYSTEMS LTD,314.5,314.5,314.5,314.5,299.55,4.99,112957,35524976.5
2026-05-26,BHAGERIA,BE,INE354C01027,BHAGERIA INDUSTRIES LTD,156.8,159.9,155.39,156.27,154.52,1.13,38728,6052024.73
2026-05-26,BHARATGEAR,BE,INE561C01019,BHARAT GEARS LTD,113.3,119.0,113.0,118.55,113.3,4.63,105995,12565707.57
2026-05-26,BILVYAPAR,BE,INE071A01013,BIL VYAPAR LIMITED,4.62,4.62,4.62,4.62,4.62,0.0,0,0.0
2026-05-26,BLISSGVS,BE,INE416D01022,BLISS GVS PHARMA LTD,321.0,381.05,320.85,381.05,317.55,20.0,16260899,6196215365.45
2026-05-26,BTTL,BE,INE274K01012,BHILWARA TECHNICAL TEXT L,35.7,35.7,32.15,33.55,34.48,-2.7,14431,484160.04
2026-05-26,BURNPUR,BE,INE817H01022,BURNPUR CEMENT LIMITED,33.0,33.0,33.0,33.0,33.0,0.0,0,0.0
